OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-adeda96e,Reed-Morris,CMP-194,Closed Won,205585.43,2022-11-16,2022-11-23,SIBG,APAC
OPP-a242e494,"Williams, Sanders and Nichols",CMP-194,Closed Won,219138.44,2022-11-12,2022-11-25,SIBG,APAC
OPP-7f30b6f4,"Joseph, Anderson and Harris",CMP-194,Closed Won,345536.15,2022-11-18,2022-11-27,SIBG,APAC
OPP-4086d68b,Smith Group,CMP-194,Closed Won,292585.81,2022-11-16,2022-11-25,SIBG,APAC
OPP-92fbbe72,Dillon Group,CMP-194,Closed Lost,258613.26,2022-11-19,2022-11-30,SIBG,APAC
OPP-d68f8c76,Stevenson and Sons,CMP-194,Closed Won,322026.46,2022-11-18,2022-11-28,SIBG,APAC
OPP-570274b0,"Miller, Powers and Pratt",CMP-194,Closed Lost,268704.9,2022-11-17,2022-11-24,SIBG,APAC
OPP-b7ff60ca,Whitaker and Sons,CMP-194,Closed Lost,312357.09,2022-11-18,2022-12-02,SIBG,APAC
OPP-223210ca,Robinson PLC,CMP-194,Closed Won,212286.93,2022-11-20,2022-12-04,SIBG,APAC
OPP-ea8ac7e2,Adams Ltd,CMP-194,Closed Won,368692.56,2022-11-22,2022-12-06,SIBG,APAC
OPP-499dd80e,Evans-Thomas,CMP-194,Closed Won,345655.29,2022-11-25,2022-12-09,SIBG,APAC
OPP-2bba2b8b,Allen-Hernandez,CMP-194,Negotiation,286301.44,2022-11-23,,SIBG,APAC
OPP-b3d45809,Smith Inc,CMP-194,Closed Lost,332316.58,2022-11-25,2022-12-04,SIBG,APAC
OPP-86c3e1d9,"Jackson, Hopkins and Martin",CMP-194,Closed Won,333936.38,2022-11-26,2022-12-03,SIBG,APAC
OPP-0fb6119e,"Willis, Freeman and Davis",CMP-194,Closed Won,267089.97,2022-11-25,2022-12-04,SIBG,APAC
OPP-3af1e2a2,Munoz Group,CMP-194,Closed Won,339471.94,2022-11-30,2022-12-08,SIBG,APAC
OPP-7c14e62e,White-Ramirez,CMP-194,Closed Won,237497.69,2022-11-28,2022-12-10,SIBG,APAC
OPP-46590f3d,Moss-Marsh,CMP-194,Closed Won,219423.55,2022-11-27,2022-12-09,SIBG,APAC
OPP-c482fc00,"Molina, Villanueva and Carlson",CMP-194,Closed Won,251171.34,2022-12-01,2022-12-14,SIBG,APAC
OPP-ef16b665,Lewis-Jones,CMP-194,Closed Won,205027.26,2022-12-04,2022-12-17,SIBG,APAC
OPP-3070ab6a,May Inc,CMP-194,Closed Lost,237517.97,2022-11-30,2022-12-11,SIBG,APAC
OPP-3ef8cc0f,Bennett and Sons,CMP-194,Closed Lost,267144.69,2022-12-03,2022-12-17,SIBG,APAC
OPP-e8ef04bd,Griffith LLC,CMP-194,Closed Won,291131.25,2022-12-02,2022-12-16,SIBG,APAC
OPP-b95a4616,Fisher Group,CMP-194,Closed Won,318603.88,2022-12-03,2022-12-15,SIBG,APAC
OPP-c7dd335b,Patterson PLC,CMP-194,Closed Won,226964.91,2022-12-06,2022-12-16,SIBG,APAC
OPP-cfc86e84,"Barnett, Armstrong and Zimmerman",CMP-194,Closed Lost,185969.98,2022-12-07,2022-12-16,SIBG,APAC
OPP-8b3c770c,"Figueroa, Vazquez and Lee",CMP-194,Closed Won,309898.93,2022-12-06,2022-12-14,SIBG,APAC
OPP-47845969,Martin-Moore,CMP-194,Closed Won,286372.65,2022-12-08,2022-12-19,SIBG,APAC
OPP-f236721b,"Dickerson, Gonzalez and Le",CMP-194,Closed Lost,270515.99,2022-12-08,2022-12-15,SIBG,APAC
OPP-f055e55d,Thompson-Martin,CMP-194,Closed Lost,334004.57,2022-12-13,2022-12-23,SIBG,APAC
OPP-072798d3,Thomas-Maldonado,CMP-194,Closed Won,208290.66,2022-12-15,2022-12-27,SIBG,APAC
OPP-b493e7ce,Calhoun-Meyers,CMP-194,Closed Won,375485.26,2022-12-11,2022-12-25,SIBG,APAC
OPP-affc0282,Lutz LLC,CMP-194,Closed Lost,286318.56,2022-12-15,2022-12-27,SIBG,APAC
OPP-56a0faa5,Lopez and Sons,CMP-194,Negotiation,316420.35,2022-12-19,,SIBG,APAC
OPP-634b7b03,Leonard-Boyd,CMP-194,Negotiation,294121.94,2022-12-16,,SIBG,APAC
OPP-3873bdc5,"Mccarthy, Stein and Terry",CMP-194,Closed Won,332325.15,2022-12-17,2022-12-29,SIBG,APAC
OPP-6a3c561f,Benson PLC,CMP-194,Closed Lost,207117.06,2022-12-16,2022-12-24,SIBG,APAC
OPP-a4897d75,Ramirez-Gomez,CMP-194,Closed Won,311581.34,2022-12-20,2023-01-03,SIBG,APAC
OPP-8d8565ce,"Dyer, Shields and Clark",CMP-194,Closed Won,232607.33,2022-12-21,2022-12-28,SIBG,APAC
OPP-a4d8c429,"Diaz, Weber and Simon",CMP-194,Closed Won,224412.04,2022-12-24,2023-01-01,SIBG,APAC
OPP-0589a7cd,Allen-Johnson,CMP-194,Closed Won,304184.38,2022-12-21,2023-01-03,SIBG,APAC
OPP-571c7037,"Olson, Hudson and Brown",CMP-194,Closed Won,265245.4,2022-12-23,2023-01-06,SIBG,APAC
OPP-5869c070,Anderson-White,CMP-194,Closed Won,313757.59,2022-12-27,2023-01-07,SIBG,APAC
OPP-03961432,Olson PLC,CMP-194,Closed Won,288529.33,2022-12-24,2023-01-02,SIBG,APAC
OPP-11ee0e9c,"Graham, Li and Shaw",CMP-194,Closed Won,241895.87,2022-12-30,2023-01-09,SIBG,APAC
OPP-74d55f12,Owens-Mccoy,CMP-194,Closed Won,249366.11,2022-12-25,2023-01-07,SIBG,APAC
OPP-9ea958ea,Adams and Sons,CMP-194,Negotiation,348194.65,2022-12-28,,SIBG,APAC
OPP-a57557ed,Booth-Williams,CMP-194,Closed Won,155469.51,2022-12-28,2023-01-04,SIBG,APAC
OPP-9245b54c,Beck and Sons,CMP-194,Closed Won,235778.43,2022-12-28,2023-01-08,SIBG,APAC
OPP-dd513387,"Smith, Thompson and Cardenas",CMP-194,Closed Won,298003.16,2022-12-29,2023-01-07,SIBG,APAC
OPP-cd877f8a,"Contreras, Baker and Garrett",CMP-194,Closed Lost,265868.94,2022-12-31,2023-01-13,SIBG,APAC
OPP-aafe7411,Mcclain LLC,CMP-194,Negotiation,227477.81,2023-01-04,,SIBG,APAC
OPP-2d8d6e9b,"Turner, Jones and Henderson",CMP-194,Closed Won,252725.4,2023-01-04,2023-01-13,SIBG,APAC
OPP-e576e9dd,"Romero, Hartman and Mahoney",CMP-194,Closed Won,265258.03,2023-01-05,2023-01-16,SIBG,APAC
OPP-0ca27bc7,"Edwards, Morales and Webb",CMP-194,Closed Lost,197699.15,2023-01-04,2023-01-11,SIBG,APAC
OPP-d24d7748,Jackson-Roberts,CMP-194,Closed Won,194998.56,2023-01-03,2023-01-12,SIBG,APAC
OPP-32d7c5a0,"Moore, Jordan and Nelson",CMP-194,Closed Won,323863.19,2023-01-10,2023-01-17,SIBG,APAC
OPP-23e644a7,Walters-Phillips,CMP-194,Closed Won,322145.49,2023-01-07,2023-01-21,SIBG,APAC
OPP-0f042c41,"Wade, Kline and Miranda",CMP-194,Negotiation,420648.83,2023-01-12,,SIBG,APAC
OPP-1239e268,Hernandez-Wilkinson,CMP-194,Closed Won,294000.61,2023-01-08,2023-01-22,SIBG,APAC
OPP-1ea8c59d,Franklin LLC,CMP-194,Closed Lost,230650.28,2023-01-09,2023-01-23,SIBG,APAC
OPP-694875c1,"Wright, Lozano and Harvey",CMP-194,Closed Won,203912.71,2023-01-08,2023-01-16,SIBG,APAC
OPP-3da31db0,"Donaldson, Miller and Huerta",CMP-194,Closed Won,290110.26,2023-01-14,2023-01-28,SIBG,APAC
OPP-29d6c12c,"Heath, Morales and Willis",CMP-194,Closed Won,176794.22,2023-01-16,2023-01-28,SIBG,APAC
OPP-76aab616,Graham Ltd,CMP-194,Closed Won,226124.03,2023-01-14,2023-01-26,SIBG,APAC
OPP-4a5c5b78,Martin-Gutierrez,CMP-194,Closed Lost,331547.02,2023-01-17,2023-01-31,SIBG,APAC
OPP-0979bc68,Mcgrath-Mclaughlin,CMP-194,Closed Lost,401312.81,2023-01-14,2023-01-26,SIBG,APAC
OPP-bc0ae0e0,Dennis Ltd,CMP-195,Closed Won,210728.67,2022-01-17,2022-01-29,TEBG,NA
OPP-4b58eb53,Mills-Smith,CMP-195,Closed Won,177129.02,2022-01-16,2022-01-25,TEBG,NA
OPP-4c1c946b,Garcia Ltd,CMP-195,Negotiation,232824.0,2022-01-17,,TEBG,NA
OPP-b769c786,"Delgado, Johnson and Scott",CMP-195,Closed Won,253255.49,2022-01-19,2022-01-29,TEBG,NA
OPP-a86bbd8e,"Brown, Jackson and Lee",CMP-195,Closed Won,209484.47,2022-01-14,2022-01-21,TEBG,NA
OPP-ce3bf563,Lowery-Thompson,CMP-195,Closed Won,239901.48,2022-01-16,2022-01-30,TEBG,NA
OPP-99d7d298,Smith Group,CMP-195,Closed Won,213970.57,2022-01-16,2022-01-28,TEBG,NA
OPP-43d07ee1,Anderson Inc,CMP-195,Closed Won,234299.07,2022-01-18,2022-01-29,TEBG,NA
OPP-d8efc511,Cohen-Clark,CMP-195,Negotiation,234458.56,2022-01-17,,TEBG,NA
OPP-5ed7046b,Robinson LLC,CMP-195,Closed Lost,160903.36,2022-01-14,2022-01-25,TEBG,NA
OPP-74a95e70,"Stewart, Hughes and Smith",CMP-195,Closed Lost,210327.18,2022-01-21,2022-02-01,TEBG,NA
OPP-cf52d3bb,Holland-Adams,CMP-195,Closed Won,223407.78,2022-01-15,2022-01-24,TEBG,NA
OPP-5876d34c,Cook Inc,CMP-195,Negotiation,174699.91,2022-01-19,,TEBG,NA
OPP-440dc11a,"Anderson, Ellis and Williams",CMP-195,Closed Lost,255582.48,2022-01-22,2022-02-01,TEBG,NA
OPP-c747a6f2,Fernandez Inc,CMP-195,Closed Won,246592.01,2022-01-17,2022-01-31,TEBG,NA
OPP-1f462f03,Miller Ltd,CMP-195,Closed Won,219044.15,2022-01-18,2022-01-26,TEBG,NA
OPP-b9938f44,Mathis-Scott,CMP-195,Closed Won,238191.32,2022-01-22,2022-02-03,TEBG,NA
OPP-315bdea0,Rodriguez-Long,CMP-195,Closed Lost,244949.18,2022-01-20,2022-02-02,TEBG,NA
OPP-f6a6f4d4,Smith-Scott,CMP-195,Closed Won,203082.41,2022-01-20,2022-02-01,TEBG,NA
OPP-2fd07b2f,Bailey-Martinez,CMP-195,Closed Won,176029.28,2022-01-20,2022-01-28,TEBG,NA
OPP-3337ac96,Mosley-Lopez,CMP-195,Closed Won,230500.19,2022-01-19,2022-01-28,TEBG,NA
OPP-52688b18,"Johnson, Wong and Torres",CMP-195,Closed Lost,170311.24,2022-01-22,2022-02-05,TEBG,NA
OPP-2d42b7e2,House-Dunn,CMP-195,Closed Lost,261397.62,2022-01-24,2022-02-01,TEBG,NA
OPP-08d3d647,"Lynch, Craig and Anderson",CMP-195,Closed Won,260290.29,2022-01-25,2022-02-06,TEBG,NA
OPP-d00457fc,Russell Inc,CMP-195,Closed Won,297107.4,2022-01-19,2022-02-01,TEBG,NA
OPP-ee40ed82,"Moss, Austin and Young",CMP-195,Closed Lost,225378.05,2022-01-23,2022-02-05,TEBG,NA
OPP-973d6bec,Raymond Ltd,CMP-195,Closed Won,199064.84,2022-01-21,2022-02-03,TEBG,NA
OPP-0f157c9d,Shepherd PLC,CMP-195,Closed Won,198831.92,2022-01-23,2022-01-30,TEBG,NA
OPP-2a2c750c,"Hensley, Hayes and Zimmerman",CMP-195,Closed Won,138629.61,2022-01-22,2022-02-03,TEBG,NA
OPP-22be5f92,"Haynes, Sparks and Lopez",CMP-195,Closed Lost,214412.2,2022-01-21,2022-02-01,TEBG,NA
OPP-e60c99f5,Quinn-Rogers,CMP-195,Closed Won,198698.6,2022-01-22,2022-02-05,TEBG,NA
OPP-41c3dcd4,"Hernandez, Kelly and Fields",CMP-195,Closed Won,193215.7,2022-01-24,2022-02-06,TEBG,NA
OPP-d221cdde,Hernandez Group,CMP-195,Closed Won,182149.98,2022-01-25,2022-02-04,TEBG,NA
OPP-7aad1599,Patel Ltd,CMP-195,Closed Won,168284.14,2022-01-25,2022-02-07,TEBG,NA
OPP-daaeff43,Larsen-Shannon,CMP-195,Closed Won,231048.58,2022-01-28,2022-02-07,TEBG,NA
OPP-15403212,Cook and Sons,CMP-195,Closed Lost,216741.88,2022-01-24,2022-02-03,TEBG,NA
OPP-22bb4bc9,"Humphrey, Hernandez and Nelson",CMP-195,Closed Won,266822.69,2022-01-26,2022-02-04,TEBG,NA
OPP-7e222edf,Jimenez-Black,CMP-195,Closed Lost,245068.71,2022-01-25,2022-02-03,TEBG,NA
OPP-757211ce,"Jones, Snyder and Dixon",CMP-195,Closed Lost,241542.56,2022-01-27,2022-02-08,TEBG,NA
OPP-f5ec61d2,Gordon and Sons,CMP-195,Negotiation,254848.58,2022-01-28,,TEBG,NA
OPP-b7427eb6,"Callahan, Robinson and Newton",CMP-195,Closed Won,262738.78,2022-01-30,2022-02-07,TEBG,NA
OPP-7453e65d,"White, Hoffman and Powers",CMP-195,Negotiation,236739.91,2022-01-24,,TEBG,NA
OPP-157a4052,"Hughes, Martin and Miller",CMP-195,Closed Won,291024.05,2022-01-25,2022-02-01,TEBG,NA
OPP-26a9ded1,"Cain, Nguyen and Wilson",CMP-195,Closed Won,279928.45,2022-01-26,2022-02-08,TEBG,NA
OPP-d7b8470f,Brown-Fleming,CMP-195,Closed Won,216976.88,2022-01-29,2022-02-06,TEBG,NA
OPP-f37ba128,"Henderson, Rodriguez and Miller",CMP-195,Closed Won,206165.95,2022-02-01,2022-02-10,TEBG,NA
OPP-4557a34a,Nunez PLC,CMP-195,Closed Won,209391.16,2022-01-26,2022-02-02,TEBG,NA
OPP-2e372b5e,"Rios, Shah and Woods",CMP-195,Closed Won,217709.68,2022-01-30,2022-02-08,TEBG,NA
OPP-c1e59c43,Smith-Rice,CMP-195,Closed Won,264819.65,2022-01-27,2022-02-05,TEBG,NA
OPP-34efbf2f,Velasquez PLC,CMP-195,Closed Won,202160.62,2022-01-29,2022-02-10,TEBG,NA
OPP-0b46730b,Myers-Sullivan,CMP-195,Closed Won,206587.57,2022-02-01,2022-02-13,TEBG,NA
OPP-0232c79e,"Peterson, Smith and Brewer",CMP-195,Closed Won,195933.52,2022-02-02,2022-02-10,TEBG,NA
OPP-d4dbc325,Shelton Inc,CMP-195,Closed Won,177350.18,2022-01-28,2022-02-06,TEBG,NA
OPP-6a84d736,"Howell, Ward and Holt",CMP-195,Closed Won,217553.84,2022-01-30,2022-02-11,TEBG,NA
OPP-d456eba6,Bell LLC,CMP-195,Closed Won,224006.63,2022-01-29,2022-02-05,TEBG,NA
OPP-4b84bfa9,Marsh-Richards,CMP-195,Closed Lost,218769.65,2022-02-02,2022-02-10,TEBG,NA
OPP-11499c2e,Green Group,CMP-195,Closed Won,218274.6,2022-01-29,2022-02-05,TEBG,NA
OPP-5f2e69b8,Lyons PLC,CMP-195,Closed Won,263639.87,2022-02-04,2022-02-14,TEBG,NA
OPP-95991a6f,"Schmitt, Alexander and Davis",CMP-195,Closed Won,250622.19,2022-02-05,2022-02-14,TEBG,NA
OPP-813783ad,Harmon LLC,CMP-195,Closed Won,255847.54,2022-02-02,2022-02-16,TEBG,NA
OPP-35e2f593,Snyder-Baker,CMP-195,Closed Lost,212030.78,2022-01-30,2022-02-10,TEBG,NA
OPP-d66bfdad,Cole LLC,CMP-195,Closed Won,180194.38,2022-02-03,2022-02-14,TEBG,NA
OPP-b20ebbd3,Dickson Group,CMP-195,Closed Won,222078.07,2022-02-04,2022-02-12,TEBG,NA
OPP-5f10c67f,Costa Ltd,CMP-195,Closed Won,223095.46,2022-02-06,2022-02-17,TEBG,NA
OPP-3032cca8,Morgan-Harrell,CMP-195,Closed Won,236142.47,2022-02-01,2022-02-09,TEBG,NA
OPP-551874a3,Gomez-Ayers,CMP-195,Closed Won,211269.07,2022-02-03,2022-02-14,TEBG,NA
OPP-2d67aa35,"Morris, Moran and Wright",CMP-195,Closed Won,223752.32,2022-02-02,2022-02-10,TEBG,NA
OPP-e83dc3c8,Arroyo Inc,CMP-195,Closed Won,223401.15,2022-02-04,2022-02-14,TEBG,NA
OPP-4a87fc1d,"Jordan, Jefferson and Khan",CMP-195,Closed Lost,246578.86,2022-02-06,2022-02-17,TEBG,NA
OPP-da7a139a,Ingram LLC,CMP-195,Closed Won,262926.6,2022-02-02,2022-02-15,TEBG,NA
OPP-50c32d0a,Green Ltd,CMP-195,Closed Won,261361.36,2022-02-08,2022-02-20,TEBG,NA
OPP-48d20498,George and Sons,CMP-195,Closed Won,227601.12,2022-02-07,2022-02-16,TEBG,NA
OPP-1aca94c5,Brown PLC,CMP-195,Closed Won,292228.55,2022-02-08,2022-02-22,TEBG,NA
OPP-b717cb51,Clark PLC,CMP-195,Closed Won,280714.27,2022-02-09,2022-02-23,TEBG,NA
OPP-1d9cf5e8,Wright and Sons,CMP-195,Closed Won,273149.31,2022-02-05,2022-02-16,TEBG,NA
OPP-80b60ff3,Boone LLC,CMP-195,Closed Won,211567.71,2022-02-06,2022-02-19,TEBG,NA
OPP-c4b82d4e,Smith-Jennings,CMP-195,Closed Won,229964.32,2022-02-07,2022-02-17,TEBG,NA
OPP-58f583f1,Padilla-Nichols,CMP-195,Closed Won,237519.69,2022-02-11,2022-02-22,TEBG,NA
OPP-e2f9d470,Ross-Hart,CMP-195,Negotiation,226733.98,2022-02-10,,TEBG,NA
OPP-42bf43a9,Adams-Greene,CMP-195,Closed Lost,208571.01,2022-02-06,2022-02-16,TEBG,NA
OPP-9708f85b,Garner-Mccarthy,CMP-195,Closed Won,249178.8,2022-02-09,2022-02-18,TEBG,NA
OPP-132c230d,Benjamin-Thomas,CMP-195,Closed Won,304806.33,2022-02-11,2022-02-20,TEBG,NA
OPP-775b6233,"Larsen, Wallace and Reynolds",CMP-195,Closed Won,241459.83,2022-02-06,2022-02-14,TEBG,NA
OPP-c7d0536e,"Moody, Potts and Jackson",CMP-195,Closed Won,259827.92,2022-02-07,2022-02-15,TEBG,NA
OPP-d96cf903,Mills LLC,CMP-195,Closed Won,226822.79,2022-02-08,2022-02-16,TEBG,NA
OPP-5b0f3227,"Rivera, Thomas and Davis",CMP-195,Closed Won,208826.4,2022-02-10,2022-02-19,TEBG,NA
OPP-62103666,"Hunter, Morales and Wright",CMP-195,Closed Won,221031.97,2022-02-09,2022-02-17,TEBG,NA
OPP-e5cd269d,Horn Ltd,CMP-195,Closed Won,242615.98,2022-02-10,2022-02-22,TEBG,NA
OPP-4640f319,Lee-Obrien,CMP-195,Closed Lost,244818.64,2022-02-13,2022-02-25,TEBG,NA
OPP-2d1d1aaa,Weaver PLC,CMP-195,Closed Won,259678.1,2022-02-13,2022-02-23,TEBG,NA
OPP-c8eee81b,"Torres, Scott and Dennis",CMP-195,Closed Won,217498.72,2022-02-14,2022-02-28,TEBG,NA
OPP-ad049d94,Mckee-Gray,CMP-195,Closed Won,254391.69,2022-02-13,2022-02-26,TEBG,NA
OPP-9ed7ced4,Hunt Group,CMP-195,Closed Won,218035.53,2022-02-10,2022-02-21,TEBG,NA
OPP-bcf803db,Morrison-Ramos,CMP-195,Closed Won,251795.88,2022-02-15,2022-02-25,TEBG,NA
OPP-8754204e,"Robinson, Scott and Page",CMP-195,Closed Won,202085.61,2022-02-13,2022-02-20,TEBG,NA
OPP-49173d53,"Martin, Freeman and Zuniga",CMP-195,Closed Won,214199.11,2022-02-13,2022-02-22,TEBG,NA
OPP-33e1b105,Ross-Sampson,CMP-195,Closed Lost,169762.2,2022-02-14,2022-02-24,TEBG,NA
OPP-ca1c3346,Rodriguez Group,CMP-195,Closed Won,203223.05,2022-02-13,2022-02-21,TEBG,NA
OPP-0128d491,"Velazquez, Ortiz and Davis",CMP-195,Closed Won,227184.56,2022-02-11,2022-02-18,TEBG,NA
OPP-6d5cd5d4,Wagner-Howell,CMP-195,Negotiation,302027.81,2022-02-18,,TEBG,NA
OPP-b4a7803b,Anderson-Wood,CMP-195,Closed Won,280841.04,2022-02-15,2022-02-24,TEBG,NA
OPP-217bd528,"Robinson, Meyers and King",CMP-195,Closed Won,242286.28,2022-02-19,2022-03-05,TEBG,NA
OPP-a0c1908c,"Turner, Phillips and Rogers",CMP-195,Closed Lost,236239.02,2022-02-16,2022-03-01,TEBG,NA
OPP-9302c999,"Ross, Rose and Stein",CMP-195,Closed Won,235339.51,2022-02-19,2022-03-03,TEBG,NA
OPP-fae72a7b,Morrison-Johnson,CMP-195,Closed Won,179630.88,2022-02-17,2022-02-26,TEBG,NA
OPP-4b51925c,"Schmidt, Davies and Taylor",CMP-195,Closed Won,241037.6,2022-02-20,2022-03-04,TEBG,NA
OPP-54ab75c9,White PLC,CMP-195,Closed Won,206860.9,2022-02-19,2022-03-04,TEBG,NA
OPP-dda442bb,Cooper and Sons,CMP-195,Closed Lost,220069.5,2022-02-19,2022-03-03,TEBG,NA
OPP-775f2613,"Yates, Garcia and Williams",CMP-195,Closed Lost,261227.31,2022-02-21,2022-03-02,TEBG,NA
OPP-b22e93bb,Black-Acevedo,CMP-195,Closed Won,273686.93,2022-02-15,2022-02-24,TEBG,NA
OPP-83ff578b,"Hubbard, Solis and Barr",CMP-195,Closed Lost,224430.15,2022-02-17,2022-03-02,TEBG,NA
OPP-46f36ad6,Jones-Obrien,CMP-195,Closed Lost,199891.7,2022-02-16,2022-03-02,TEBG,NA
OPP-a545a52f,"King, Hill and Miller",CMP-195,Closed Won,247550.7,2022-02-18,2022-02-27,TEBG,NA
OPP-7f053e6f,"Meyer, Torres and Henry",CMP-195,Closed Lost,232837.21,2022-02-16,2022-02-25,TEBG,NA
OPP-250b6c28,Johnson-Lang,CMP-195,Closed Won,279174.26,2022-02-18,2022-03-04,TEBG,NA
OPP-d81adfb7,Williams and Sons,CMP-195,Closed Won,264711.05,2022-02-19,2022-03-01,TEBG,NA
OPP-ac5e853e,Santos Inc,CMP-195,Closed Won,249986.84,2022-02-22,2022-03-03,TEBG,NA
OPP-727e2c02,Camacho-Cook,CMP-195,Closed Won,215746.91,2022-02-21,2022-02-28,TEBG,NA
OPP-30ab10d9,"Flores, Pope and Jefferson",CMP-195,Closed Won,172803.34,2022-02-24,2022-03-03,TEBG,NA
OPP-623ff9db,"Brown, Robinson and Garrison",CMP-195,Closed Won,201792.8,2022-02-23,2022-03-07,TEBG,NA
OPP-6398dadb,Adams LLC,CMP-195,Closed Won,245054.75,2022-02-24,2022-03-08,TEBG,NA
OPP-febe63a9,Duran-Davis,CMP-195,Closed Won,226675.79,2022-02-25,2022-03-09,TEBG,NA
OPP-265b5501,"Stewart, Perry and Brown",CMP-195,Closed Won,206760.39,2022-02-21,2022-02-28,TEBG,NA
OPP-c4f3ae86,"Moore, Lyons and Delgado",CMP-195,Closed Lost,209606.4,2022-02-19,2022-03-05,TEBG,NA
OPP-578eca82,Wallace and Sons,CMP-195,Closed Won,230567.89,2022-02-26,2022-03-08,TEBG,NA
OPP-5c9765e2,"Simpson, Harris and Farmer",CMP-195,Closed Won,231772.29,2022-02-21,2022-03-02,TEBG,NA
OPP-e993dc3e,Johnson-Vasquez,CMP-195,Closed Lost,180095.96,2022-02-22,2022-03-05,TEBG,NA
OPP-98707b43,Parker-Villanueva,CMP-195,Closed Won,234605.64,2022-02-25,2022-03-10,TEBG,NA
OPP-ba791007,"Moore, Gutierrez and Dixon",CMP-195,Closed Won,201677.23,2022-02-25,2022-03-07,TEBG,NA
OPP-ad469c88,Ho-Pena,CMP-195,Closed Won,189381.28,2022-02-24,2022-03-03,TEBG,NA
OPP-72343512,"Wright, Roman and Hawkins",CMP-195,Closed Won,216308.07,2022-02-24,2022-03-07,TEBG,NA
OPP-54178c7e,Smith-Walker,CMP-195,Closed Won,197301.56,2022-02-26,2022-03-12,TEBG,NA
OPP-c30c5192,Campbell Inc,CMP-195,Closed Lost,205740.58,2022-02-22,2022-03-05,TEBG,NA
OPP-45c5970c,"Humphrey, Chan and Schmidt",CMP-195,Closed Won,225073.52,2022-02-24,2022-03-03,TEBG,NA
OPP-d185ef8c,Salinas-Newman,CMP-195,Closed Won,218137.31,2022-02-25,2022-03-05,TEBG,NA
OPP-2e4b7c7f,"Walker, Contreras and Mendoza",CMP-195,Closed Won,214321.11,2022-02-26,2022-03-11,TEBG,NA
OPP-5ead7db6,Peterson-Bryan,CMP-195,Closed Won,208942.49,2022-02-26,2022-03-08,TEBG,NA
OPP-4e114722,"Walters, Dixon and Archer",CMP-195,Closed Won,217362.16,2022-02-25,2022-03-07,TEBG,NA
OPP-72edcbf9,Oliver-Murphy,CMP-195,Closed Won,211581.49,2022-02-26,2022-03-09,TEBG,NA
OPP-a0dd8351,White Inc,CMP-195,Closed Won,250532.93,2022-02-26,2022-03-05,TEBG,NA
OPP-7023028e,Rivera LLC,CMP-195,Closed Won,320830.61,2022-03-02,2022-03-12,TEBG,NA
OPP-5ba93a24,"Walter, Hale and Bishop",CMP-195,Negotiation,211941.48,2022-03-02,,TEBG,NA
OPP-daa977ff,Jones PLC,CMP-195,Closed Won,247509.55,2022-02-28,2022-03-11,TEBG,NA
OPP-62954582,"Russo, Martin and Griffin",CMP-195,Closed Won,182676.69,2022-02-25,2022-03-07,TEBG,NA
OPP-82ede591,"Rivera, Sharp and Cline",CMP-195,Closed Won,245577.29,2022-02-26,2022-03-08,TEBG,NA
OPP-d9ee1215,Hammond-Holmes,CMP-195,Closed Won,206161.58,2022-03-04,2022-03-18,TEBG,NA
OPP-a60af29b,Walker-Anderson,CMP-195,Closed Won,207665.93,2022-02-27,2022-03-12,TEBG,NA
OPP-a9896bbe,Roach-Allen,CMP-195,Closed Won,179930.38,2022-02-26,2022-03-11,TEBG,NA
OPP-df7311c9,Pratt Inc,CMP-195,Closed Won,264786.8,2022-02-27,2022-03-07,TEBG,NA
OPP-fed6443a,Wilkins-Nichols,CMP-195,Closed Won,210668.08,2022-03-05,2022-03-16,TEBG,NA
OPP-6c9faa95,"Warren, Park and Wu",CMP-195,Negotiation,191836.33,2022-03-03,,TEBG,NA
OPP-8ed7185b,"Howell, Ryan and Hayes",CMP-195,Closed Won,199575.02,2022-02-28,2022-03-11,TEBG,NA
OPP-d7386aed,Hurley-Thompson,CMP-195,Closed Won,206180.59,2022-03-06,2022-03-13,TEBG,NA
OPP-ce22a106,Garcia-Bell,CMP-195,Closed Won,217244.18,2022-03-03,2022-03-13,TEBG,NA
OPP-7afd27ce,"Miller, Small and Martinez",CMP-195,Closed Won,216044.44,2022-03-05,2022-03-16,TEBG,NA
OPP-10a260ed,"Burns, Gray and Wells",CMP-195,Closed Lost,221856.69,2022-03-07,2022-03-15,TEBG,NA
OPP-870ce744,"Simpson, Brown and Smith",CMP-195,Closed Won,215739.68,2022-03-07,2022-03-17,TEBG,NA
OPP-e7e2c4a1,Carroll Inc,CMP-195,Closed Won,234454.29,2022-03-05,2022-03-17,TEBG,NA
OPP-ddfc74dd,"Martinez, Jackson and Francis",CMP-195,Closed Lost,215358.54,2022-03-03,2022-03-13,TEBG,NA
OPP-b970ff69,"Mills, Ray and Oconnor",CMP-195,Closed Won,249284.36,2022-03-02,2022-03-15,TEBG,NA
OPP-64ae6fb3,Walls Inc,CMP-195,Closed Won,243206.33,2022-03-02,2022-03-14,TEBG,NA
OPP-4fe091b4,Hudson-Soto,CMP-195,Closed Won,288260.66,2022-03-08,2022-03-18,TEBG,NA
OPP-7e791775,Pearson-Wu,CMP-195,Closed Won,265778.95,2022-03-06,2022-03-13,TEBG,NA
