DATE,CAMPAIGN_ID,CHANNEL,SPEND_AMT,IMPRESSIONS,CLICKS,VIDEO_VIEWS_50
2024-01-11,CMP-173,Meta (Instagram),47811.01,3415072,23747,512260
2024-01-12,CMP-173,Meta (Instagram),65174.03,4655288,32198,698293
2024-01-13,CMP-173,Meta (Instagram),59064.8,4218914,25739,632837
2024-01-14,CMP-173,Meta (Instagram),74573.65,5326689,37072,799003
2024-01-15,CMP-173,Meta (Instagram),57737.59,4124113,22511,618616
2024-01-16,CMP-173,Meta (Instagram),55771.43,3983673,22828,597550
2024-01-17,CMP-173,Meta (Instagram),51970.58,3712184,20211,556827
2024-01-18,CMP-173,Meta (Instagram),72500.76,5178626,25725,776793
2024-01-19,CMP-173,Meta (Instagram),65941.51,4710107,24562,706516
2024-01-20,CMP-173,Meta (Instagram),54031.45,3859389,19095,578908
2024-01-21,CMP-173,Meta (Instagram),51366.57,3669040,24377,550356
2024-01-22,CMP-173,Meta (Instagram),73357.17,5239798,27936,785969
2024-01-23,CMP-173,Meta (Instagram),58287.75,4163410,24683,624511
2024-01-24,CMP-173,Meta (Instagram),72948.14,5210581,34549,781587
2024-01-25,CMP-173,Meta (Instagram),60058.66,4289904,27497,643485
2024-01-26,CMP-173,Meta (Instagram),72010.64,5143617,24807,771542
2024-01-27,CMP-173,Meta (Instagram),56118.95,4008496,27968,601274
2024-06-29,CMP-174,Programmatic,87467.33,5831155,5900,874673
2024-06-30,CMP-174,Programmatic,77486.46,5165764,5208,774864
2024-07-01,CMP-174,Programmatic,130515.77,8701051,8416,1305157
2024-07-02,CMP-174,Programmatic,134725.54,8981702,10279,1347255
2024-07-03,CMP-174,Programmatic,94650.11,6310007,6187,946501
2024-07-04,CMP-174,Programmatic,112796.83,7519788,8083,1127968
2024-07-05,CMP-174,Programmatic,101468.16,6764543,7144,1014681
2024-07-06,CMP-174,Programmatic,146425.51,9761700,9442,1464255
2024-07-07,CMP-174,Programmatic,148827.06,9921803,11879,1488270
2024-07-08,CMP-174,Programmatic,91169.34,6077956,5428,911693
2024-07-09,CMP-174,Programmatic,151646.75,10109783,11963,1516467
2024-07-10,CMP-174,Programmatic,90568.73,6037915,4866,905687
2024-07-11,CMP-174,Programmatic,95109.63,6340642,7598,951096
2024-07-12,CMP-174,Programmatic,96463.44,6430895,6437,964634
2024-07-13,CMP-174,Programmatic,144343.08,9622872,7776,1443430
2024-07-14,CMP-174,Programmatic,126870.15,8458010,7703,1268701
2024-07-15,CMP-174,Programmatic,145339.99,9689332,8850,1453399
2024-07-16,CMP-174,Programmatic,132763.03,8850868,9467,1327630
2024-07-17,CMP-174,Programmatic,99435.7,6629046,5395,994356
2024-07-18,CMP-174,Programmatic,112884.9,7525660,6891,1128849
2024-07-19,CMP-174,Programmatic,141517.95,9434529,10568,1415179
2024-07-20,CMP-174,Programmatic,116307.04,7753802,8084,1163070
2024-07-21,CMP-174,Programmatic,126853.72,8456914,9563,1268537
2024-07-22,CMP-174,Programmatic,114013.3,7600886,6918,1140132
2024-07-23,CMP-174,Programmatic,102554.62,6836974,6935,1025546
2024-07-24,CMP-174,Programmatic,115742.89,7716192,7531,1157428
2024-07-25,CMP-174,Programmatic,90098.12,6006541,6531,900981
2024-07-26,CMP-174,Programmatic,98880.07,6592004,5792,988800
2024-07-27,CMP-174,Programmatic,113136.24,7542416,6721,1131362
2024-07-28,CMP-174,Programmatic,125392.35,8359489,7929,1253923
2024-07-29,CMP-174,Programmatic,115725.95,7715063,7829,1157259
2024-07-30,CMP-174,Programmatic,98149.34,6543289,5642,981493
2024-07-31,CMP-174,Programmatic,146635.58,9775705,9516,1466355
2024-08-01,CMP-174,Programmatic,113088.63,7539241,6138,1130886
2024-08-02,CMP-174,Programmatic,119240.51,7949367,8121,1192405
2024-08-03,CMP-174,Programmatic,123600.32,8240021,8922,1236003
2024-08-04,CMP-174,Programmatic,96283.08,6418872,5782,962830
2024-08-05,CMP-174,Programmatic,141643.5,9442899,11131,1416434
2024-08-06,CMP-174,Programmatic,93306.87,6220457,6214,933068
2024-08-07,CMP-174,Programmatic,98911.55,6594103,5433,989115
2024-08-08,CMP-174,Programmatic,106886.05,7125736,6110,1068860
2024-08-09,CMP-174,Programmatic,134423.25,8961549,9082,1344232
2024-08-10,CMP-174,Programmatic,93872.88,6258191,5029,938728
2024-08-11,CMP-174,Programmatic,141459.16,9430610,8209,1414591
2024-08-12,CMP-174,Programmatic,126993.91,8466260,7913,1269939
2024-08-13,CMP-174,Programmatic,125508.94,8367262,7750,1255089
2024-08-14,CMP-174,Programmatic,89797.42,5986494,5323,897974
2024-08-15,CMP-174,Programmatic,97040.71,6469380,6283,970407
2024-08-16,CMP-174,Programmatic,130723.54,8714902,7891,1307235
2024-08-17,CMP-174,Programmatic,84434.42,5628961,5671,844344
2024-08-18,CMP-174,Programmatic,126961.16,8464077,10031,1269611
2024-08-19,CMP-174,Programmatic,125794.38,8386292,8289,1257943
2024-08-20,CMP-174,Programmatic,124643.33,8309555,9731,1246433
2024-08-21,CMP-174,Programmatic,142907.62,9527174,8852,1429076
2024-08-22,CMP-174,Programmatic,100564.67,6704311,6067,1005646
2024-08-23,CMP-174,Programmatic,119702.16,7980143,8759,1197021
2024-08-24,CMP-174,Programmatic,119616.07,7974404,6595,1196160
2024-08-25,CMP-174,Programmatic,135400.85,9026723,10131,1354008
2024-08-26,CMP-174,Programmatic,104306.94,6953795,7410,1043069
2020-11-21,CMP-175,Google Ads,79184.73,3167389,90119,0
2020-11-22,CMP-175,Google Ads,65176.22,2607048,70168,0
2020-11-23,CMP-175,Google Ads,78962.49,3158499,78827,0
2020-11-24,CMP-175,Google Ads,57003.43,2280137,62787,0
2020-11-25,CMP-175,Google Ads,53414.15,2136566,51032,0
2020-11-26,CMP-175,Google Ads,78283.71,3131348,85311,0
2020-11-27,CMP-175,Google Ads,60491.63,2419665,53589,0
2020-11-28,CMP-175,Google Ads,58648.83,2345953,53584,0
2020-11-29,CMP-175,Google Ads,51720.25,2068809,56754,0
2020-11-30,CMP-175,Google Ads,54646.87,2185874,53645,0
2020-12-01,CMP-175,Google Ads,59800.17,2392006,71331,0
2020-12-02,CMP-175,Google Ads,60001.73,2400069,49921,0
2020-12-03,CMP-175,Google Ads,48397.55,1935902,50154,0
2020-12-04,CMP-175,Google Ads,68023.92,2720956,65813,0
2020-12-05,CMP-175,Google Ads,61571.39,2462855,50585,0
2020-12-06,CMP-175,Google Ads,64833.97,2593358,64956,0
2020-12-07,CMP-175,Google Ads,50697.98,2027919,42664,0
2020-12-08,CMP-175,Google Ads,49697.41,1987896,41766,0
2020-12-09,CMP-175,Google Ads,68422.37,2736894,60115,0
2020-12-10,CMP-175,Google Ads,54622.23,2184889,47490,0
2020-12-11,CMP-175,Google Ads,81831.53,3273261,93439,0
2020-12-12,CMP-175,Google Ads,53815.84,2152633,50103,0
2020-12-13,CMP-175,Google Ads,53022.29,2120891,52849,0
2020-12-14,CMP-175,Google Ads,45693.0,1827720,48825,0
2020-12-15,CMP-175,Google Ads,65088.64,2603545,75467,0
2020-12-16,CMP-175,Google Ads,51269.72,2050788,57506,0
2020-12-17,CMP-175,Google Ads,75442.38,3017695,64191,0
2020-12-18,CMP-175,Google Ads,60289.34,2411573,52334,0
2020-12-19,CMP-175,Google Ads,54748.96,2189958,49564,0
2020-12-20,CMP-175,Google Ads,66362.75,2654509,64011,0
2020-12-21,CMP-175,Google Ads,81442.4,3257695,69270,0
2020-12-22,CMP-175,Google Ads,82442.3,3297692,73559,0
2020-12-23,CMP-175,Google Ads,74707.19,2988287,69895,0
2020-12-24,CMP-175,Google Ads,50448.85,2017954,57670,0
2020-12-25,CMP-175,Google Ads,56834.34,2273373,60445,0
2020-12-26,CMP-175,Google Ads,66755.91,2670236,66001,0
2020-12-27,CMP-175,Google Ads,64035.61,2561424,69984,0
2020-12-28,CMP-175,Google Ads,48318.48,1932739,51568,0
2020-12-29,CMP-175,Google Ads,79442.52,3177700,65390,0
2020-12-30,CMP-175,Google Ads,50355.33,2014213,54718,0
2020-12-31,CMP-175,Google Ads,61780.85,2471234,59397,0
2021-01-01,CMP-175,Google Ads,58582.21,2343288,58740,0
2021-01-02,CMP-175,Google Ads,58113.9,2324556,57570,0
2021-01-03,CMP-175,Google Ads,86742.33,3469693,78354,0
2021-01-04,CMP-175,Google Ads,74032.65,2961306,88602,0
2021-01-05,CMP-175,Google Ads,83283.71,3331348,94655,0
2021-01-06,CMP-175,Google Ads,71069.53,2842781,78684,0
2021-01-07,CMP-175,Google Ads,54247.64,2169905,46065,0
2021-01-08,CMP-175,Google Ads,61552.77,2462110,59138,0
2021-01-09,CMP-175,Google Ads,90433.04,3617321,84871,0
2021-01-10,CMP-175,Google Ads,81844.39,3273775,88696,0
2021-01-11,CMP-175,Google Ads,78768.91,3150756,74270,0
2021-01-12,CMP-175,Google Ads,78358.67,3134346,73414,0
2021-01-13,CMP-175,Google Ads,56196.34,2247853,67273,0
2021-01-14,CMP-175,Google Ads,58142.53,2325701,48196,0
2021-01-15,CMP-175,Google Ads,91906.36,3676254,84621,0
2021-01-16,CMP-175,Google Ads,81650.07,3266002,76065,0
2021-01-17,CMP-175,Google Ads,70018.29,2800731,63355,0
2021-01-18,CMP-175,Google Ads,67842.84,2713713,65419,0
2021-01-19,CMP-175,Google Ads,84801.05,3392042,85192,0
2021-01-20,CMP-175,Google Ads,94828.85,3793154,77451,0
2021-01-21,CMP-175,Google Ads,75033.96,3001358,77561,0
2021-01-22,CMP-175,Google Ads,93778.74,3751149,76866,0
2021-01-23,CMP-175,Google Ads,78198.97,3127958,89260,0
2021-01-24,CMP-175,Google Ads,63298.91,2531956,72826,0
2021-01-25,CMP-175,Google Ads,53283.02,2131320,58237,0
2021-01-26,CMP-175,Google Ads,94359.16,3774366,100292,0
2021-01-27,CMP-175,Google Ads,72156.19,2886247,59020,0
2021-01-28,CMP-175,Google Ads,93775.0,3751000,92660,0
2021-01-29,CMP-175,Google Ads,53730.3,2149211,57809,0
2021-01-30,CMP-175,Google Ads,74079.88,2963195,62948,0
2021-01-31,CMP-175,Google Ads,62056.12,2482244,51245,0
2021-02-01,CMP-175,Google Ads,78234.65,3129386,82053,0
2021-02-02,CMP-175,Google Ads,75154.12,3006164,84686,0
2021-02-03,CMP-175,Google Ads,91118.96,3644758,95333,0
2021-02-04,CMP-175,Google Ads,53000.5,2120019,57139,0
2021-02-05,CMP-175,Google Ads,71211.15,2848446,73078,0
2021-07-21,CMP-176,Meta (Instagram),58835.18,4202512,29421,630376
2021-07-22,CMP-176,Meta (Instagram),50447.17,3603369,23103,540505
2021-07-23,CMP-176,Meta (Instagram),45419.86,3244276,22772,486641
2021-07-24,CMP-176,Meta (Instagram),49614.4,3543885,17817,531582
2021-07-25,CMP-176,Meta (Instagram),58166.93,4154780,23667,623217
2021-07-26,CMP-176,Meta (Instagram),53562.69,3825906,23737,573885
2021-07-27,CMP-176,Meta (Instagram),62429.8,4459271,21770,668890
2021-07-28,CMP-176,Meta (Instagram),57648.92,4117779,27774,617666
2021-07-29,CMP-176,Meta (Instagram),72001.79,5142985,33633,771447
2021-07-30,CMP-176,Meta (Instagram),72328.2,5166299,28654,774944
2021-07-31,CMP-176,Meta (Instagram),49116.37,3508312,19134,526246
2021-08-01,CMP-176,Meta (Instagram),77512.71,5536622,39604,830493
2021-08-02,CMP-176,Meta (Instagram),64405.31,4600379,22188,690056
2021-08-03,CMP-176,Meta (Instagram),50682.6,3620185,20175,543027
2021-08-04,CMP-176,Meta (Instagram),67692.0,4835142,24080,725271
2021-08-05,CMP-176,Meta (Instagram),81840.18,5845727,33181,876859
2021-08-06,CMP-176,Meta (Instagram),80646.61,5760471,38441,864070
2021-08-07,CMP-176,Meta (Instagram),74551.45,5325103,33314,798765
2021-08-08,CMP-176,Meta (Instagram),69561.44,4968674,31457,745301
2021-08-09,CMP-176,Meta (Instagram),69636.6,4974042,30485,746106
2021-08-10,CMP-176,Meta (Instagram),83510.2,5965014,39115,894752
2021-08-11,CMP-176,Meta (Instagram),75385.71,5384693,37121,807703
2021-08-12,CMP-176,Meta (Instagram),53614.66,3829618,19152,574442
2021-08-13,CMP-176,Meta (Instagram),63980.5,4570035,27574,685505
2021-08-14,CMP-176,Meta (Instagram),77411.73,5529409,32430,829411
2021-08-15,CMP-176,Meta (Instagram),67392.09,4813720,29195,722058
2021-08-16,CMP-176,Meta (Instagram),46732.52,3338037,20951,500705
2021-08-17,CMP-176,Meta (Instagram),77367.57,5526254,28614,828938
2021-08-18,CMP-176,Meta (Instagram),68302.75,4878767,30368,731815
2021-08-19,CMP-176,Meta (Instagram),51618.91,3687065,18790,553059
2021-08-20,CMP-176,Meta (Instagram),83263.43,5947388,34167,892108
2021-08-21,CMP-176,Meta (Instagram),54071.64,3862259,20126,579338
2021-08-22,CMP-176,Meta (Instagram),71144.62,5081758,31825,762263
2021-08-23,CMP-176,Meta (Instagram),70211.83,5015130,25131,752269
2021-08-24,CMP-176,Meta (Instagram),79907.74,5707695,32729,856154
2021-08-25,CMP-176,Meta (Instagram),57405.24,4100373,24231,615055
2021-08-26,CMP-176,Meta (Instagram),60380.02,4312858,29640,646928
2021-08-27,CMP-176,Meta (Instagram),81293.44,5806674,32100,871001
2021-08-28,CMP-176,Meta (Instagram),78759.71,5625693,37555,843853
2021-08-29,CMP-176,Meta (Instagram),81353.43,5810959,31319,871643
2021-08-30,CMP-176,Meta (Instagram),67628.93,4830637,26369,724595
2021-08-31,CMP-176,Meta (Instagram),77214.41,5515315,26543,827297
2021-09-01,CMP-176,Meta (Instagram),67158.06,4797004,26930,719550
2021-09-02,CMP-176,Meta (Instagram),57766.5,4126178,26192,618926
2021-09-03,CMP-176,Meta (Instagram),78276.77,5591197,35012,838679
2021-09-04,CMP-176,Meta (Instagram),78342.26,5595875,30413,839381
2021-09-05,CMP-176,Meta (Instagram),65400.37,4671454,27474,700718
2021-09-06,CMP-176,Meta (Instagram),45702.44,3264459,20031,489668
2021-09-07,CMP-176,Meta (Instagram),70908.9,5064921,31506,759738
2021-09-08,CMP-176,Meta (Instagram),73808.4,5272028,32534,790804
2021-09-09,CMP-176,Meta (Instagram),47839.77,3417126,17357,512568
2021-09-10,CMP-176,Meta (Instagram),68385.86,4884704,26670,732705
2021-09-11,CMP-176,Meta (Instagram),48339.92,3452851,20133,517927
2021-09-12,CMP-176,Meta (Instagram),66750.94,4767924,26647,715188
2021-09-13,CMP-176,Meta (Instagram),73193.78,5228127,33172,784219
2021-09-14,CMP-176,Meta (Instagram),58159.59,4154256,27466,623138
2021-09-15,CMP-176,Meta (Instagram),70411.3,5029378,31835,754406
2021-09-16,CMP-176,Meta (Instagram),66716.23,4765444,23004,714816
2021-09-17,CMP-176,Meta (Instagram),72265.76,5161840,29435,774276
2021-09-18,CMP-176,Meta (Instagram),81811.19,5843656,39521,876548
2021-09-19,CMP-176,Meta (Instagram),68045.31,4860379,26271,729056
2021-09-20,CMP-176,Meta (Instagram),53152.23,3796587,21325,569488
2021-09-21,CMP-176,Meta (Instagram),63735.12,4552508,25086,682876
2021-09-22,CMP-176,Meta (Instagram),65223.02,4658787,24211,698818
2021-09-23,CMP-176,Meta (Instagram),83172.71,5940907,30055,891136
2021-09-24,CMP-176,Meta (Instagram),81397.51,5814107,40655,872116
2021-09-25,CMP-176,Meta (Instagram),65627.6,4687685,30656,703152
2021-09-26,CMP-176,Meta (Instagram),62163.5,4440250,28027,666037
2021-09-27,CMP-176,Meta (Instagram),58460.48,4175748,23061,626362
2021-09-28,CMP-176,Meta (Instagram),67678.21,4834157,28983,725123
2021-09-29,CMP-176,Meta (Instagram),67728.89,4837777,26549,725666
2021-09-30,CMP-176,Meta (Instagram),59483.74,4248838,21249,637325
2021-10-01,CMP-176,Meta (Instagram),33770.27,2412162,13045,361824
2021-10-02,CMP-176,Meta (Instagram),34378.96,2455639,12398,368345
2021-10-03,CMP-176,Meta (Instagram),54843.8,3917414,19169,587612
2021-10-04,CMP-176,Meta (Instagram),50577.7,3612692,19704,541903
2021-10-05,CMP-176,Meta (Instagram),56467.76,4033411,24055,605011
2021-10-06,CMP-176,Meta (Instagram),40787.84,2913417,17603,437012
2021-10-07,CMP-176,Meta (Instagram),42903.96,3064568,18860,459685
2021-08-08,CMP-177,LinkedIn,182306.91,2430758,9433,0
2021-08-09,CMP-177,LinkedIn,127643.25,1701910,7380,0
2021-08-10,CMP-177,LinkedIn,128963.48,1719513,7794,0
2021-08-11,CMP-177,LinkedIn,136578.05,1821040,7923,0
2021-08-12,CMP-177,LinkedIn,107355.67,1431408,6518,0
2021-08-13,CMP-177,LinkedIn,160292.43,2137232,7563,0
2021-08-14,CMP-177,LinkedIn,110543.41,1473912,5462,0
2021-08-15,CMP-177,LinkedIn,180544.22,2407256,8692,0
2021-08-16,CMP-177,LinkedIn,136734.48,1823126,5921,0
2021-08-17,CMP-177,LinkedIn,131771.67,1756955,7228,0
2021-08-18,CMP-177,LinkedIn,178610.83,2381477,9589,0
2021-08-19,CMP-177,LinkedIn,167318.71,2230916,9091,0
2021-08-20,CMP-177,LinkedIn,101738.29,1356510,5024,0
2021-08-21,CMP-177,LinkedIn,146796.84,1957291,9240,0
2021-08-22,CMP-177,LinkedIn,170690.99,2275879,8114,0
2021-08-23,CMP-177,LinkedIn,116847.96,1557972,5486,0
2021-08-24,CMP-177,LinkedIn,176030.34,2347071,10712,0
2021-08-25,CMP-177,LinkedIn,163592.46,2181232,8350,0
2021-08-26,CMP-177,LinkedIn,140800.25,1877336,7402,0
2021-08-27,CMP-177,LinkedIn,119652.79,1595370,6394,0
2021-08-28,CMP-177,LinkedIn,100871.4,1344951,4587,0
2021-08-29,CMP-177,LinkedIn,173004.67,2306728,10155,0
2021-08-30,CMP-177,LinkedIn,133932.13,1785761,7192,0
2021-08-31,CMP-177,LinkedIn,129477.42,1726365,7570,0
2021-09-01,CMP-177,LinkedIn,164376.38,2191685,9690,0
2021-09-02,CMP-177,LinkedIn,159188.11,2122508,7486,0
2021-09-03,CMP-177,LinkedIn,126778.7,1690382,6679,0
2021-09-04,CMP-177,LinkedIn,126173.98,1682319,7415,0
2021-09-05,CMP-177,LinkedIn,126052.69,1680702,5749,0
2021-09-06,CMP-177,LinkedIn,131924.42,1758992,8386,0
2021-09-07,CMP-177,LinkedIn,117334.27,1564456,6538,0
2021-09-08,CMP-177,LinkedIn,134783.54,1797113,5954,0
2021-09-09,CMP-177,LinkedIn,139409.64,1858795,8036,0
2021-09-10,CMP-177,LinkedIn,141545.04,1887267,8672,0
2021-09-11,CMP-177,LinkedIn,122647.25,1635296,5458,0
2021-09-12,CMP-177,LinkedIn,177215.59,2362874,8991,0
2021-09-13,CMP-177,LinkedIn,146868.97,1958252,8747,0
2021-09-14,CMP-177,LinkedIn,125628.04,1675040,7279,0
2021-09-15,CMP-177,LinkedIn,109712.01,1462826,5362,0
2021-09-16,CMP-177,LinkedIn,110494.93,1473265,6626,0
2021-09-17,CMP-177,LinkedIn,117061.93,1560825,6786,0
2021-09-18,CMP-177,LinkedIn,177782.88,2370438,9587,0
2021-09-19,CMP-177,LinkedIn,143803.95,1917385,7549,0
2021-09-20,CMP-177,LinkedIn,125760.87,1676811,6641,0
2021-09-21,CMP-177,LinkedIn,149093.57,1987914,9497,0
2020-11-04,CMP-178,LinkedIn,127376.54,1698353,7850,0
2020-11-05,CMP-178,LinkedIn,102620.74,1368276,5817,0
2020-11-06,CMP-178,LinkedIn,129442.99,1725906,6608,0
2020-11-07,CMP-178,LinkedIn,133630.38,1781738,6886,0
2020-11-08,CMP-178,LinkedIn,110985.62,1479808,6415,0
2020-11-09,CMP-178,LinkedIn,132929.06,1772387,6365,0
2020-11-10,CMP-178,LinkedIn,120092.27,1601230,6458,0
2020-11-11,CMP-178,LinkedIn,90108.48,1201446,5337,0
2020-11-12,CMP-178,LinkedIn,107917.99,1438906,6126,0
2020-11-13,CMP-178,LinkedIn,93520.38,1246938,4950,0
2020-11-14,CMP-178,LinkedIn,112007.21,1493429,5746,0
2020-11-15,CMP-178,LinkedIn,85702.04,1142693,5414,0
2020-11-16,CMP-178,LinkedIn,105359.26,1404790,6144,0
2020-11-17,CMP-178,LinkedIn,99054.51,1320726,4976,0
2020-11-18,CMP-178,LinkedIn,98810.73,1317476,5078,0
2020-11-19,CMP-178,LinkedIn,107413.07,1432174,5828,0
2020-11-20,CMP-178,LinkedIn,104460.59,1392807,4757,0
2020-11-21,CMP-178,LinkedIn,104392.89,1391905,4830,0
2020-11-22,CMP-178,LinkedIn,81166.76,1082223,5078,0
2020-11-23,CMP-178,LinkedIn,111228.42,1483045,6310,0
2020-11-24,CMP-178,LinkedIn,98473.54,1312980,6111,0
2020-11-25,CMP-178,LinkedIn,113299.05,1510654,6693,0
2020-11-26,CMP-178,LinkedIn,96387.17,1285162,6086,0
2020-11-27,CMP-178,LinkedIn,124758.99,1663453,7595,0
2020-11-28,CMP-178,LinkedIn,84058.47,1120779,4072,0
2020-11-29,CMP-178,LinkedIn,91180.16,1215735,4417,0
2020-11-30,CMP-178,LinkedIn,126953.08,1692707,5503,0
2020-12-01,CMP-178,LinkedIn,78025.33,1040337,3785,0
2020-12-02,CMP-178,LinkedIn,85796.24,1143949,4085,0
2020-12-03,CMP-178,LinkedIn,123345.22,1644602,6744,0
2020-12-04,CMP-178,LinkedIn,73609.8,981464,3814,0
2020-12-05,CMP-178,LinkedIn,98855.97,1318079,4458,0
2020-12-06,CMP-178,LinkedIn,115698.1,1542641,6669,0
2020-12-07,CMP-178,LinkedIn,118507.75,1580103,6898,0
2020-12-08,CMP-178,LinkedIn,73250.82,976677,4616,0
2020-12-09,CMP-178,LinkedIn,124366.43,1658219,7704,0
2020-12-10,CMP-178,LinkedIn,74229.64,989728,4645,0
2020-12-11,CMP-178,LinkedIn,124088.92,1654518,7510,0
2020-12-12,CMP-178,LinkedIn,79104.42,1054725,4621,0
2020-12-13,CMP-178,LinkedIn,133514.5,1780193,7629,0
2020-12-14,CMP-178,LinkedIn,109069.38,1454258,6853,0
2020-12-15,CMP-178,LinkedIn,101056.67,1347422,5603,0
2020-12-16,CMP-178,LinkedIn,103153.72,1375382,6454,0
2020-12-17,CMP-178,LinkedIn,78024.37,1040324,4163,0
2021-11-08,CMP-179,YouTube,133218.08,7401004,38233,1110150
2021-11-09,CMP-179,YouTube,141176.94,7843163,46149,1176474
2021-11-10,CMP-179,YouTube,83729.1,4651616,22349,697742
2021-11-11,CMP-179,YouTube,80949.88,4497215,20951,674582
2021-11-12,CMP-179,YouTube,115870.9,6437272,37475,965590
2021-11-13,CMP-179,YouTube,136935.11,7607506,32369,1141125
2021-11-14,CMP-179,YouTube,85681.98,4760109,24650,714016
2021-11-15,CMP-179,YouTube,115547.8,6419322,29097,962898
2021-11-16,CMP-179,YouTube,140533.17,7807398,45710,1171109
2021-11-17,CMP-179,YouTube,106739.04,5929946,34278,889491
2021-11-18,CMP-179,YouTube,105469.65,5859424,32072,878913
2021-11-19,CMP-179,YouTube,111726.84,6207046,26349,931056
2021-11-20,CMP-179,YouTube,142470.4,7915022,38848,1187253
2021-11-21,CMP-179,YouTube,129312.53,7184029,34011,1077604
2021-11-22,CMP-179,YouTube,80638.48,4479915,18820,671987
2021-11-23,CMP-179,YouTube,113106.06,6283670,33805,942550
2021-11-24,CMP-179,YouTube,102122.24,5673458,30585,851018
2021-11-25,CMP-179,YouTube,126873.98,7048554,38117,1057283
2021-11-26,CMP-179,YouTube,112854.56,6269697,36550,940454
2021-11-27,CMP-179,YouTube,112628.37,6257131,30663,938569
2021-11-28,CMP-179,YouTube,92915.71,5161983,23824,774297
2021-11-29,CMP-179,YouTube,82233.75,4568541,24062,685281
2021-11-30,CMP-179,YouTube,96259.13,5347729,24643,802159
2021-12-01,CMP-179,YouTube,131783.45,7321302,34076,1098195
2021-12-02,CMP-179,YouTube,95827.9,5323772,23095,798565
2021-12-03,CMP-179,YouTube,132058.5,7336583,31249,1100487
2021-12-04,CMP-179,YouTube,110217.63,6123201,30700,918480
2021-12-05,CMP-179,YouTube,126109.08,7006059,36897,1050908
2021-12-06,CMP-179,YouTube,134497.78,7472098,30557,1120814
2021-12-07,CMP-179,YouTube,99517.53,5528751,25212,829312
2021-12-08,CMP-179,YouTube,89286.01,4960333,22710,744049
2021-12-09,CMP-179,YouTube,100423.84,5579101,28139,836865
2021-12-10,CMP-179,YouTube,124498.04,6916557,32938,1037483
2021-12-11,CMP-179,YouTube,128291.11,7127284,33301,1069092
2021-12-12,CMP-179,YouTube,99098.74,5505485,27980,825822
2021-12-13,CMP-179,YouTube,80967.38,4498187,18710,674728
2021-12-14,CMP-179,YouTube,107783.66,5987981,35244,898197
2021-12-15,CMP-179,YouTube,128429.98,7134998,29797,1070249
2021-12-16,CMP-179,YouTube,136919.04,7606613,41567,1140991
2021-12-17,CMP-179,YouTube,120909.56,6717197,37888,1007579
2021-12-18,CMP-179,YouTube,106840.96,5935608,26371,890341
2021-12-19,CMP-179,YouTube,114181.01,6343389,32336,951508
2021-12-20,CMP-179,YouTube,115970.08,6442782,33052,966417
2021-12-21,CMP-179,YouTube,143883.18,7993510,46398,1199026
2021-12-22,CMP-179,YouTube,138918.7,7717705,43241,1157655
2021-12-23,CMP-179,YouTube,143524.26,7973570,33464,1196035
2021-12-24,CMP-179,YouTube,97387.38,5410409,26998,811561
2021-12-25,CMP-179,YouTube,136933.76,7607431,38115,1141114
2021-12-26,CMP-179,YouTube,130234.01,7235222,30951,1085283
2021-12-27,CMP-179,YouTube,96522.91,5362383,29297,804357
2021-12-28,CMP-179,YouTube,90559.11,5031061,23659,754659
2021-12-29,CMP-179,YouTube,97369.9,5409438,25422,811415
2021-12-30,CMP-179,YouTube,127532.97,7085165,33553,1062774
2021-12-31,CMP-179,YouTube,117122.1,6506783,27327,976017
2022-01-01,CMP-179,YouTube,156461.52,8692306,41199,1303845
2022-01-02,CMP-179,YouTube,144043.89,8002438,43619,1200365
2022-01-03,CMP-179,YouTube,109217.43,6067635,35006,910145
2022-01-04,CMP-179,YouTube,141479.96,7859997,38179,1178999
2022-01-05,CMP-179,YouTube,107049.02,5947167,34996,892075
2022-01-06,CMP-179,YouTube,152497.82,8472100,37413,1270815
2022-01-07,CMP-179,YouTube,119378.73,6632151,37268,994822
2022-01-08,CMP-179,YouTube,147784.92,8210273,45415,1231540
2022-01-09,CMP-179,YouTube,127591.13,7088396,38510,1063259
2022-01-10,CMP-179,YouTube,123249.87,6847214,30281,1027082
2022-03-08,CMP-180,Meta (Instagram),82280.14,5877153,32591,881572
2022-03-09,CMP-180,Meta (Instagram),62502.15,4464439,28650,669665
2022-03-10,CMP-180,Meta (Instagram),65594.8,4685343,31973,702801
2022-03-11,CMP-180,Meta (Instagram),74052.01,5289429,26129,793414
2022-03-12,CMP-180,Meta (Instagram),83140.6,5938614,39229,890792
2022-03-13,CMP-180,Meta (Instagram),77975.03,5569645,35438,835446
2022-03-14,CMP-180,Meta (Instagram),77682.49,5548749,28130,832312
2022-03-15,CMP-180,Meta (Instagram),58153.99,4153856,28675,623078
2022-03-16,CMP-180,Meta (Instagram),52544.33,3753166,18719,562974
2022-03-17,CMP-180,Meta (Instagram),75064.87,5361776,36487,804266
2022-03-18,CMP-180,Meta (Instagram),51046.59,3646185,24977,546927
2022-03-19,CMP-180,Meta (Instagram),71172.93,5083780,30747,762567
2022-03-20,CMP-180,Meta (Instagram),76682.73,5477338,31802,821600
2022-03-21,CMP-180,Meta (Instagram),52250.14,3732152,20465,559822
2022-03-22,CMP-180,Meta (Instagram),64199.24,4585660,27858,687849
2022-03-23,CMP-180,Meta (Instagram),75735.42,5409672,36240,811450
2022-03-24,CMP-180,Meta (Instagram),67125.46,4794675,31999,719201
